q_id,q_group_id,pergunta_orig,query_enviada,tipo_anafora,modo,n_retornados,total_hits_est,tempo_ms,doc_1_id,doc_1_fonte,doc_1_data,doc_2_id,doc_3_id,doc_4_id,doc_5_id,doc_6_id,doc_7_id,doc_8_id,doc_9_id,doc_10_id,todos_doc_ids,erro
0093,2670,Quais são as regiões da Bélgica?,Quais são as regiões da Bélgica?,N/A,resolvida_sw,10,1000,16.9,PUBLICO-19950629-011,Publico,1995-06-29,PUBLICO-19940919-074,PUBLICO-19950526-060,PUBLICO-19940421-136,PUBLICO-19940806-163,PUBLICO-19951020-138,PUBLICO-19940619-109,PUBLICO-19950404-150,PUBLICO-19950404-179,PUBLICO-19950803-006,PUBLICO-19950629-011|PUBLICO-19940919-074|PUBLICO-19950526-060|PUBLICO-19940421-136|PUBLICO-19940806-163|PUBLICO-19951020-138|PUBLICO-19940619-109|PUBLICO-19950404-150|PUBLICO-19950404-179|PUBLICO-19950803-006,
0094,2671,Qual é o 31º estado dos Estados Unidos?,Qual é o 31º estado dos Estados Unidos?,N/A,resolvida_sw,10,1000,14.3,PUBLICO-19950301-050,Publico,1995-03-01,PUBLICO-19950614-133,PUBLICO-19950617-051,PUBLICO-19940219-110,PUBLICO-19940505-068,PUBLICO-19940509-091,PUBLICO-19940609-098,PUBLICO-19940706-106,PUBLICO-19940804-080,PUBLICO-19940805-018,PUBLICO-19950301-050|PUBLICO-19950614-133|PUBLICO-19950617-051|PUBLICO-19940219-110|PUBLICO-19940505-068|PUBLICO-19940509-091|PUBLICO-19940609-098|PUBLICO-19940706-106|PUBLICO-19940804-080|PUBLICO-19940805-018,
0095,2671,E o 37º?,E o 37º?,N/A,resolvida_sw,10,1000,5.0,FSP940618-084,Folha,940618,FSP950906-062,FSP940728-087,FSP950303-100,PUBLICO-19951221-003,PUBLICO-19940429-081,PUBLICO-19940525-030,PUBLICO-19940608-130,PUBLICO-19941114-035,PUBLICO-19950516-101,FSP940618-084|FSP950906-062|FSP940728-087|FSP950303-100|PUBLICO-19951221-003|PUBLICO-19940429-081|PUBLICO-19940525-030|PUBLICO-19940608-130|PUBLICO-19941114-035|PUBLICO-19950516-101,
0096,2672,O que era a RSFSR?,O que era a RSFSR?,N/A,resolvida_sw,10,1000,6.7,PUBLICO-19950106-090,Publico,1995-01-06,PUBLICO-19950131-127,PUBLICO-19950131-128,PUBLICO-19950522-140,FSP940327-276,FSP940612-136,FSP940615-069,FSP941002-143,FSP941227-014,FSP950305-027,PUBLICO-19950106-090|PUBLICO-19950131-127|PUBLICO-19950131-128|PUBLICO-19950522-140|FSP940327-276|FSP940612-136|FSP940615-069|FSP941002-143|FSP941227-014|FSP950305-027,
0097,2673,Quantos atletas participaram nos Jogos Olímpicos de 1976?,Quantos atletas participaram nos Jogos Olímpicos de 1976?,N/A,resolvida_sw,10,1000,79.1,PUBLICO-19950821-024,Publico,1995-08-21,PUBLICO-19951129-016,PUBLICO-19940804-013,PUBLICO-19951112-027,PUBLICO-19950813-029,PUBLICO-19950429-033,PUBLICO-19941014-016,PUBLICO-19950117-169,PUBLICO-19940818-007,PUBLICO-19950804-028,PUBLICO-19950821-024|PUBLICO-19951129-016|PUBLICO-19940804-013|PUBLICO-19951112-027|PUBLICO-19950813-029|PUBLICO-19950429-033|PUBLICO-19941014-016|PUBLICO-19950117-169|PUBLICO-19940818-007|PUBLICO-19950804-028,
0098,2673,Em que país se realizaram?,Em que país se realizaram?,N/A,resolvida_sw,10,1000,20.2,FSP950316-073,Folha,950316,FSP950428-148,FSP950607-042,PUBLICO-19940618-001,PUBLICO-19950807-005,FSP951224-135,PUBLICO-19940520-106,PUBLICO-19950321-146,PUBLICO-19950619-114,PUBLICO-19950920-120,FSP950316-073|FSP950428-148|FSP950607-042|PUBLICO-19940618-001|PUBLICO-19950807-005|FSP951224-135|PUBLICO-19940520-106|PUBLICO-19950321-146|PUBLICO-19950619-114|PUBLICO-19950920-120,
0099,2673,E em que cidade?,E em que cidade?,N/A,resolvida_sw,10,1000,10.9,PUBLICO-19941224-081,Publico,1994-12-24,FSP940121-126,FSP951226-004,FSP940408-120,FSP940821-170,FSP951001-213,PUBLICO-19950524-107,FSP940216-029,FSP950608-081,FSP951029-109,PUBLICO-19941224-081|FSP940121-126|FSP951226-004|FSP940408-120|FSP940821-170|FSP951001-213|PUBLICO-19950524-107|FSP940216-029|FSP950608-081|FSP951029-109,
0100,2674,O que é um berimbau?,O que é um berimbau?,N/A,resolvida_sw,10,1000,7.1,PUBLICO-19950219-047,Publico,1995-02-19,FSP940326-145,PUBLICO-19950110-135,FSP950503-008,FSP950528-175,FSP950130-116,FSP950107-059,FSP950218-115,FSP950421-132,PUBLICO-19950217-077,PUBLICO-19950219-047|FSP940326-145|PUBLICO-19950110-135|FSP950503-008|FSP950528-175|FSP950130-116|FSP950107-059|FSP950218-115|FSP950421-132|PUBLICO-19950217-077,
0101,2675,Que países fazem fronteira com a Itália?,Que países fazem fronteira com a Itália?,N/A,resolvida_sw,10,1000,55.5,PUBLICO-19950326-094,Publico,1995-03-26,FSP941108-130,PUBLICO-19950812-113,PUBLICO-19950814-082,PUBLICO-19940509-100,PUBLICO-19950928-136,PUBLICO-19940516-049,PUBLICO-19940607-171,PUBLICO-19950924-032,PUBLICO-19940419-103,PUBLICO-19950326-094|FSP941108-130|PUBLICO-19950812-113|PUBLICO-19950814-082|PUBLICO-19940509-100|PUBLICO-19950928-136|PUBLICO-19940516-049|PUBLICO-19940607-171|PUBLICO-19950924-032|PUBLICO-19940419-103,
0102,2676,Como se chama o xadrez japonês?,Como se chama o xadrez japonês?,N/A,resolvida_sw,10,1000,29.3,PUBLICO-19950413-010,Publico,1995-04-13,PUBLICO-19950128-061,PUBLICO-19951026-158,PUBLICO-19940104-088,PUBLICO-19950121-087,PUBLICO-19940222-112,FSP940107-163,FSP941023-043,PUBLICO-19940203-047,PUBLICO-19951019-161,PUBLICO-19950413-010|PUBLICO-19950128-061|PUBLICO-19951026-158|PUBLICO-19940104-088|PUBLICO-19950121-087|PUBLICO-19940222-112|FSP940107-163|FSP941023-043|PUBLICO-19940203-047|PUBLICO-19951019-161,
0103,2677,Qual é a temperatura do zero absoluto?,Qual é a temperatura do zero absoluto?,N/A,resolvida_sw,10,1000,13.8,PUBLICO-19940203-152,Publico,1994-02-03,FSP950430-157,FSP950129-167,PUBLICO-19950807-038,FSP940529-079,PUBLICO-19950310-052,PUBLICO-19940726-144,PUBLICO-19940826-129,PUBLICO-19940723-152,PUBLICO-19940803-010,PUBLICO-19940203-152|FSP950430-157|FSP950129-167|PUBLICO-19950807-038|FSP940529-079|PUBLICO-19950310-052|PUBLICO-19940726-144|PUBLICO-19940826-129|PUBLICO-19940723-152|PUBLICO-19940803-010,
0104,2678,Quem era a deusa da sabedoria?,Quem era a deusa da sabedoria?,N/A,resolvida_sw,10,1000,28.1,PUBLICO-19951030-098,Publico,1995-10-30,PUBLICO-19940910-086,PUBLICO-19940102-070,FSP950803-126,PUBLICO-19940706-134,FSP940808-072,PUBLICO-19950707-063,PUBLICO-19950826-081,PUBLICO-19941106-102,PUBLICO-19950404-121,PUBLICO-19951030-098|PUBLICO-19940910-086|PUBLICO-19940102-070|FSP950803-126|PUBLICO-19940706-134|FSP940808-072|PUBLICO-19950707-063|PUBLICO-19950826-081|PUBLICO-19941106-102|PUBLICO-19950404-121,
0105,2679,Que rio banha Paris?,Que rio banha Paris?,N/A,resolvida_sw,10,1000,50.7,FSP951203-119,Folha,951203,FSP951224-109,FSP940303-165,FSP950121-102,PUBLICO-19940516-110,PUBLICO-19940209-171,PUBLICO-19951201-206,FSP940420-083,PUBLICO-19940705-156,PUBLICO-19940218-100,FSP951203-119|FSP951224-109|FSP940303-165|FSP950121-102|PUBLICO-19940516-110|PUBLICO-19940209-171|PUBLICO-19951201-206|FSP940420-083|PUBLICO-19940705-156|PUBLICO-19940218-100,
0106,2680,Qual o comprimento do Spree?,Qual o comprimento do Spree?,N/A,resolvida_sw,10,1000,11.6,PUBLICO-19951229-042,Publico,1995-12-29,PUBLICO-19940728-152,PUBLICO-19950407-057,PUBLICO-19940422-086,PUBLICO-19940830-095,PUBLICO-19950610-194,PUBLICO-19950811-015,PUBLICO-19950821-024,FSP950302-097,PUBLICO-19941119-123,PUBLICO-19951229-042|PUBLICO-19940728-152|PUBLICO-19950407-057|PUBLICO-19940422-086|PUBLICO-19940830-095|PUBLICO-19950610-194|PUBLICO-19950811-015|PUBLICO-19950821-024|FSP950302-097|PUBLICO-19941119-123,
0107,2681,Qual é a capital do Cazaquistão?,Qual é a capital do Cazaquistão?,N/A,resolvida_sw,10,1000,9.0,PUBLICO-19950512-113,Publico,1995-05-12,PUBLICO-19951231-073,PUBLICO-19941001-035,PUBLICO-19940111-124,PUBLICO-19940117-104,PUBLICO-19951201-193,PUBLICO-19951205-120,PUBLICO-19940811-124,PUBLICO-19950818-041,FSP940502-034,PUBLICO-19950512-113|PUBLICO-19951231-073|PUBLICO-19941001-035|PUBLICO-19940111-124|PUBLICO-19940117-104|PUBLICO-19951201-193|PUBLICO-19951205-120|PUBLICO-19940811-124|PUBLICO-19950818-041|FSP940502-034,
0108,2681,E a sua maior cidade?,E a sua maior cidade?,N/A,resolvida_sw,10,1000,16.2,FSP951130-149,Folha,951130,FSP950214-074,PUBLICO-19951211-095,FSP950721-140,PUBLICO-19950131-053,PUBLICO-19940929-107,PUBLICO-19941106-055,PUBLICO-19950626-141,FSP940414-153,FSP950926-083,FSP951130-149|FSP950214-074|PUBLICO-19951211-095|FSP950721-140|PUBLICO-19950131-053|PUBLICO-19940929-107|PUBLICO-19941106-055|PUBLICO-19950626-141|FSP940414-153|FSP950926-083,
0109,2682,Quem é o actual presidente da Guatemala?,Quem é o actual presidente da Guatemala?,N/A,resolvida_sw,10,1000,25.4,PUBLICO-19951217-062,Publico,1995-12-17,PUBLICO-19940902-064,PUBLICO-19940521-094,PUBLICO-19940513-095,PUBLICO-19940910-034,PUBLICO-19940915-071,PUBLICO-19940916-076,PUBLICO-19940914-085,PUBLICO-19941119-080,PUBLICO-19940211-117,PUBLICO-19951217-062|PUBLICO-19940902-064|PUBLICO-19940521-094|PUBLICO-19940513-095|PUBLICO-19940910-034|PUBLICO-19940915-071|PUBLICO-19940916-076|PUBLICO-19940914-085|PUBLICO-19941119-080|PUBLICO-19940211-117,
0110,2682,Qual era o cargo dele em 1991?,Qual era o cargo dele em 1991?,N/A,resolvida_sw,10,1000,11.1,FSP940213-115,Folha,940213,FSP950617-062,PUBLICO-19940410-036,PUBLICO-19950909-168,FSP950206-043,PUBLICO-19940809-072,PUBLICO-19950404-145,FSP950625-108,PUBLICO-19951102-059,PUBLICO-19940408-135,FSP940213-115|FSP950617-062|PUBLICO-19940410-036|PUBLICO-19950909-168|FSP950206-043|PUBLICO-19940809-072|PUBLICO-19950404-145|FSP950625-108|PUBLICO-19951102-059|PUBLICO-19940408-135,
0111,2683,Quantas faixas tem a bandeira dos Estados Unidos?,Quantas faixas tem a bandeira dos Estados Unidos?,N/A,resolvida_sw,10,1000,18.4,PUBLICO-19940308-114,Publico,1994-03-08,FSP951212-114,FSP951028-092,FSP951028-101,PUBLICO-19950808-107,FSP940616-044,PUBLICO-19951123-114,FSP940512-099,FSP951008-233,PUBLICO-19950307-158,PUBLICO-19940308-114|FSP951212-114|FSP951028-092|FSP951028-101|PUBLICO-19950808-107|FSP940616-044|PUBLICO-19951123-114|FSP940512-099|FSP951008-233|PUBLICO-19950307-158,
0112,2684,Quais as cores da bandeira da Hungria?,Quais as cores da bandeira da Hungria?,N/A,resolvida_sw,10,1000,33.9,PUBLICO-19951013-153,Publico,1995-10-13,PUBLICO-19940305-077,FSP940123-127,PUBLICO-19940429-156,PUBLICO-19950807-017,PUBLICO-19941124-086,PUBLICO-19941204-056,PUBLICO-19950131-058,PUBLICO-19950322-153,FSP950726-113,PUBLICO-19951013-153|PUBLICO-19940305-077|FSP940123-127|PUBLICO-19940429-156|PUBLICO-19950807-017|PUBLICO-19941124-086|PUBLICO-19941204-056|PUBLICO-19950131-058|PUBLICO-19950322-153|FSP950726-113,
0113,2685,Quando ocorreu a batalha de Torres Vedras?,Quando ocorreu a batalha de Torres Vedras?,N/A,resolvida_sw,10,1000,23.6,PUBLICO-19951030-054,Publico,1995-10-30,PUBLICO-19940410-113,FSP940111-143,PUBLICO-19950509-116,FSP940917-085,PUBLICO-19940308-114,FSP950918-063,FSP940727-081,FSP941016-063,FSP950508-115,PUBLICO-19951030-054|PUBLICO-19940410-113|FSP940111-143|PUBLICO-19950509-116|FSP940917-085|PUBLICO-19940308-114|FSP950918-063|FSP940727-081|FSP941016-063|FSP950508-115,
0114,2686,Quem é o papa dos Infiéis?,Quem é o papa dos Infiéis?,N/A,resolvida_sw,10,1000,5.9,FSP950723-192,Folha,950723,PUBLICO-19950121-164,PUBLICO-19940909-077,FSP940106-181,FSP941225-008,FSP950409-040,FSP950416-202,PUBLICO-19940904-105,PUBLICO-19951008-104,FSP940414-016,FSP950723-192|PUBLICO-19950121-164|PUBLICO-19940909-077|FSP940106-181|FSP941225-008|FSP950409-040|FSP950416-202|PUBLICO-19940904-105|PUBLICO-19951008-104|FSP940414-016,
0115,2687,O que é VRML?,O que é VRML?,N/A,resolvida_sw,10,1000,3.8,PUBLICO-19950408-192,Publico,1995-04-08,FSP951031-105,FSP951205-131,FSP951212-127,PUBLICO-19951104-129,FSP950419-150,FSP950502-092,FSP950912-125,PUBLICO-19951020-152,FSP951022-134,PUBLICO-19950408-192|FSP951031-105|FSP951205-131|FSP951212-127|PUBLICO-19951104-129|FSP950419-150|FSP950502-092|FSP950912-125|PUBLICO-19951020-152|FSP951022-134,
0116,2688,Onde está a Arca da Aliança?,Onde está a Arca da Aliança?,N/A,resolvida_sw,10,1000,17.8,PUBLICO-19940612-054,Publico,1994-06-12,PUBLICO-19951107-145,FSP940507-081,PUBLICO-19941010-095,PUBLICO-19940928-089,PUBLICO-19940703-002,PUBLICO-19950628-056,PUBLICO-19950130-088,PUBLICO-19940719-132,PUBLICO-19940322-067,PUBLICO-19940612-054|PUBLICO-19951107-145|FSP940507-081|PUBLICO-19941010-095|PUBLICO-19940928-089|PUBLICO-19940703-002|PUBLICO-19950628-056|PUBLICO-19950130-088|PUBLICO-19940719-132|PUBLICO-19940322-067,
0117,2689,Como se chamava o Huambo durante a era colonial?,Como se chamava o Huambo durante a era colonial?,N/A,resolvida_sw,10,1000,13.2,PUBLICO-19950103-090,Publico,1995-01-03,PUBLICO-19950627-126,PUBLICO-19950226-037,PUBLICO-19940809-118,PUBLICO-19950426-140,PUBLICO-19940507-097,PUBLICO-19940514-116,PUBLICO-19940818-001,FSP940819-002,PUBLICO-19951006-104,PUBLICO-19950103-090|PUBLICO-19950627-126|PUBLICO-19950226-037|PUBLICO-19940809-118|PUBLICO-19950426-140|PUBLICO-19940507-097|PUBLICO-19940514-116|PUBLICO-19940818-001|FSP940819-002|PUBLICO-19951006-104,
0118,2690,Qual é a língua oficial do Egipto?,Qual é a língua oficial do Egipto?,N/A,resolvida_sw,10,1000,26.4,PUBLICO-19940404-078,Publico,1994-04-04,PUBLICO-19950103-090,PUBLICO-19940306-088,PUBLICO-19950508-111,PUBLICO-19940324-011,PUBLICO-19940305-077,PUBLICO-19940630-008,PUBLICO-19941027-109,PUBLICO-19950316-091,PUBLICO-19950706-083,PUBLICO-19940404-078|PUBLICO-19950103-090|PUBLICO-19940306-088|PUBLICO-19950508-111|PUBLICO-19940324-011|PUBLICO-19940305-077|PUBLICO-19940630-008|PUBLICO-19941027-109|PUBLICO-19950316-091|PUBLICO-19950706-083,
0119,2691,Quais os submarinos da Marinha Brasileira?,Quais os submarinos da Marinha Brasileira?,N/A,resolvida_sw,10,1000,50.4,FSP950723-121,Folha,950723,FSP950619-102,PUBLICO-19950715-078,PUBLICO-19940530-114,PUBLICO-19940419-144,PUBLICO-19940607-067,PUBLICO-19941004-098,PUBLICO-19950820-059,FSP950413-184,PUBLICO-19950304-197,FSP950723-121|FSP950619-102|PUBLICO-19950715-078|PUBLICO-19940530-114|PUBLICO-19940419-144|PUBLICO-19940607-067|PUBLICO-19941004-098|PUBLICO-19950820-059|FSP950413-184|PUBLICO-19950304-197,
0120,2692,Em que guerra combateu Joana de Arc?,Em que guerra combateu Joana de Arc?,N/A,resolvida_sw,10,1000,26.5,PUBLICO-19940802-047,Publico,1994-08-02,PUBLICO-19940801-041,PUBLICO-19951108-114,FSP950507-108,PUBLICO-19940309-128,PUBLICO-19940223-191,PUBLICO-19940224-151,PUBLICO-19940929-128,PUBLICO-19940401-126,PUBLICO-19940405-069,PUBLICO-19940802-047|PUBLICO-19940801-041|PUBLICO-19951108-114|FSP950507-108|PUBLICO-19940309-128|PUBLICO-19940223-191|PUBLICO-19940224-151|PUBLICO-19940929-128|PUBLICO-19940401-126|PUBLICO-19940405-069,
0121,2692,Onde é que ela foi queimada?,Onde é que ela foi queimada?,N/A,resolvida_sw,10,1000,5.2,PUBLICO-19940506-087,Publico,1994-05-06,PUBLICO-19940807-083,PUBLICO-19940901-046,FSP941211-129,PUBLICO-19941106-118,PUBLICO-19950319-102,PUBLICO-19950327-100,FSP940508-098,FSP940213-156,PUBLICO-19950825-043,PUBLICO-19940506-087|PUBLICO-19940807-083|PUBLICO-19940901-046|FSP941211-129|PUBLICO-19941106-118|PUBLICO-19950319-102|PUBLICO-19950327-100|FSP940508-098|FSP940213-156|PUBLICO-19950825-043,
0122,2692,Quando?,Quando?,N/A,resolvida_sw,10,1000,7.3,FSP950905-045,Folha,950905,PUBLICO-19940104-066,PUBLICO-19940127-126,PUBLICO-19940204-061,PUBLICO-19940216-076,PUBLICO-19940224-134,PUBLICO-19940225-157,PUBLICO-19940312-120,PUBLICO-19940313-125,PUBLICO-19940403-059,FSP950905-045|PUBLICO-19940104-066|PUBLICO-19940127-126|PUBLICO-19940204-061|PUBLICO-19940216-076|PUBLICO-19940224-134|PUBLICO-19940225-157|PUBLICO-19940312-120|PUBLICO-19940313-125|PUBLICO-19940403-059,
0123,2692,Que idade tinha ela?,Que idade tinha ela?,N/A,resolvida_sw,10,1000,7.6,PUBLICO-19940425-005,Publico,1994-04-25,PUBLICO-19940111-124,PUBLICO-19940315-121,PUBLICO-19950807-102,PUBLICO-19941217-125,PUBLICO-19950708-053,PUBLICO-19940124-083,PUBLICO-19940731-073,FSP940408-133,PUBLICO-19950219-116,PUBLICO-19940425-005|PUBLICO-19940111-124|PUBLICO-19940315-121|PUBLICO-19950807-102|PUBLICO-19941217-125|PUBLICO-19950708-053|PUBLICO-19940124-083|PUBLICO-19940731-073|FSP940408-133|PUBLICO-19950219-116,
0124,2693,Desde quando está Fidel Castro no poder?,Desde quando está Fidel Castro no poder?,N/A,resolvida_sw,10,1000,31.2,FSP950504-005,Folha,950504,FSP941031-039,PUBLICO-19950318-069,PUBLICO-19951205-044,PUBLICO-19940108-049,PUBLICO-19950318-070,PUBLICO-19950726-061,PUBLICO-19940602-059,PUBLICO-19941004-052,FSP940825-042,FSP950504-005|FSP941031-039|PUBLICO-19950318-069|PUBLICO-19951205-044|PUBLICO-19940108-049|PUBLICO-19950318-070|PUBLICO-19950726-061|PUBLICO-19940602-059|PUBLICO-19941004-052|FSP940825-042,
0125,2693,Quando é que ele nasceu?,Quando é que ele nasceu?,N/A,resolvida_sw,10,1000,6.1,PUBLICO-19950712-093,Publico,1995-07-12,PUBLICO-19951204-094,PUBLICO-19940313-125,PUBLICO-19950425-163,FSP940724-173,FSP941118-007,PUBLICO-19941027-112,PUBLICO-19941028-106,PUBLICO-19941103-090,PUBLICO-19950719-045,PUBLICO-19950712-093|PUBLICO-19951204-094|PUBLICO-19940313-125|PUBLICO-19950425-163|FSP940724-173|FSP941118-007|PUBLICO-19941027-112|PUBLICO-19941028-106|PUBLICO-19941103-090|PUBLICO-19950719-045,
0126,2693,Quem é o irmão dele?,Quem é o irmão dele?,N/A,resolvida_sw,10,1000,7.9,PUBLICO-19940513-095,Publico,1994-05-13,PUBLICO-19940930-056,PUBLICO-19951023-013,PUBLICO-19941210-179,FSP941024-083,PUBLICO-19940920-121,PUBLICO-19950901-054,FSP950305-077,PUBLICO-19950113-137,PUBLICO-19940420-104,PUBLICO-19940513-095|PUBLICO-19940930-056|PUBLICO-19951023-013|PUBLICO-19941210-179|FSP941024-083|PUBLICO-19940920-121|PUBLICO-19950901-054|FSP950305-077|PUBLICO-19950113-137|PUBLICO-19940420-104,
0127,2694,O que são os forcados?,O que são os forcados?,N/A,resolvida_sw,10,1000,10.4,FSP940917-047,Folha,940917,PUBLICO-19950314-109,PUBLICO-19950606-026,PUBLICO-19951128-104,FSP941107-045,PUBLICO-19940725-088,PUBLICO-19950314-111,PUBLICO-19950706-153,PUBLICO-19951115-119,FSP940202-124,FSP940917-047|PUBLICO-19950314-109|PUBLICO-19950606-026|PUBLICO-19951128-104|FSP941107-045|PUBLICO-19940725-088|PUBLICO-19950314-111|PUBLICO-19950706-153|PUBLICO-19951115-119|FSP940202-124,
0128,2695,Quando foi assinado o Tratado de Zamora?,Quando foi assinado o Tratado de Zamora?,N/A,resolvida_sw,10,1000,14.9,PUBLICO-19941027-064,Publico,1994-10-27,PUBLICO-19940719-059,FSP950608-129,PUBLICO-19940607-036,PUBLICO-19941027-066,PUBLICO-19940606-023,PUBLICO-19941010-075,PUBLICO-19951117-157,PUBLICO-19951025-041,PUBLICO-19940501-037,PUBLICO-19941027-064|PUBLICO-19940719-059|FSP950608-129|PUBLICO-19940607-036|PUBLICO-19941027-066|PUBLICO-19940606-023|PUBLICO-19941010-075|PUBLICO-19951117-157|PUBLICO-19951025-041|PUBLICO-19940501-037,
0129,2696,O que é o fogo de São Telmo?,O que é o fogo de São Telmo?,N/A,resolvida_sw,10,1000,41.4,PUBLICO-19950211-195,Publico,1995-02-11,PUBLICO-19950710-134,PUBLICO-19940518-148,PUBLICO-19950813-104,PUBLICO-19940412-101,PUBLICO-19940307-046,PUBLICO-19940608-107,PUBLICO-19951127-002,FSP950131-132,PUBLICO-19940301-108,PUBLICO-19950211-195|PUBLICO-19950710-134|PUBLICO-19940518-148|PUBLICO-19950813-104|PUBLICO-19940412-101|PUBLICO-19940307-046|PUBLICO-19940608-107|PUBLICO-19951127-002|FSP950131-132|PUBLICO-19940301-108,
0130,2697,O que é que é um brigadeiro?,O que é que é um brigadeiro?,N/A,resolvida_sw,10,1000,10.2,FSP940821-079,Folha,940821,PUBLICO-19940425-098,FSP941221-031,FSP950411-022,FSP940201-040,FSP940721-063,FSP950428-034,FSP950729-015,PUBLICO-19950708-195,FSP940529-147,FSP940821-079|PUBLICO-19940425-098|FSP941221-031|FSP950411-022|FSP940201-040|FSP940721-063|FSP950428-034|FSP950729-015|PUBLICO-19950708-195|FSP940529-147,
0131,2698,Quem inventou o forno de microondas?,Quem inventou o forno de microondas?,N/A,resolvida_sw,10,1000,21.7,FSP950508-113,Folha,950508,FSP940329-131,FSP940117-145,PUBLICO-19940422-038,FSP950327-050,PUBLICO-19950326-006,FSP941124-007,FSP940327-269,PUBLICO-19940805-069,PUBLICO-19940817-119,FSP950508-113|FSP940329-131|FSP940117-145|PUBLICO-19940422-038|FSP950327-050|PUBLICO-19950326-006|FSP941124-007|FSP940327-269|PUBLICO-19940805-069|PUBLICO-19940817-119,
0132,2699,Qual a nacionalidade de Nicole Kidman?,Qual a nacionalidade de Nicole Kidman?,N/A,resolvida_sw,10,1000,14.0,PUBLICO-19940604-004,Publico,1994-06-04,PUBLICO-19940904-098,PUBLICO-19950701-053,PUBLICO-19940210-097,PUBLICO-19950325-117,PUBLICO-19951112-029,FSP940102-100,PUBLICO-19940203-085,PUBLICO-19940404-096,PUBLICO-19940405-096,PUBLICO-19940604-004|PUBLICO-19940904-098|PUBLICO-19950701-053|PUBLICO-19940210-097|PUBLICO-19950325-117|PUBLICO-19951112-029|FSP940102-100|PUBLICO-19940203-085|PUBLICO-19940404-096|PUBLICO-19940405-096,
0133,2700,Quem patenteou o primeiro telégrafo sem fios?,Quem patenteou o primeiro telégrafo sem fios?,N/A,resolvida_sw,10,1000,21.3,PUBLICO-19950220-007,Publico,1995-02-20,PUBLICO-19941109-107,PUBLICO-19941012-128,FSP950430-057,FSP951001-027,PUBLICO-19950902-123,PUBLICO-19941018-103,PUBLICO-19950129-003,PUBLICO-19940203-126,PUBLICO-19940606-059,PUBLICO-19950220-007|PUBLICO-19941109-107|PUBLICO-19941012-128|FSP950430-057|FSP951001-027|PUBLICO-19950902-123|PUBLICO-19941018-103|PUBLICO-19950129-003|PUBLICO-19940203-126|PUBLICO-19940606-059,
0134,2701,Qual é a companhia francesa de caminhos-de-ferro ?,Qual é a companhia francesa de caminhos-de-ferro ?,N/A,resolvida_sw,10,1000,51.6,PUBLICO-19940601-146,Publico,1994-06-01,PUBLICO-19950103-090,PUBLICO-19951227-094,PUBLICO-19951231-069,FSP950703-134,PUBLICO-19940719-111,PUBLICO-19950708-049,PUBLICO-19950718-144,PUBLICO-19940416-065,FSP950511-103,PUBLICO-19940601-146|PUBLICO-19950103-090|PUBLICO-19951227-094|PUBLICO-19951231-069|FSP950703-134|PUBLICO-19940719-111|PUBLICO-19950708-049|PUBLICO-19950718-144|PUBLICO-19940416-065|FSP950511-103,
0135,2702,O que é a Feplam?,O que é a Feplam?,N/A,resolvida_sw,10,1000,3.7,FSP940927-058,Folha,940927,PUBLICO-19950131-127,PUBLICO-19950131-128,PUBLICO-19950522-140,FSP940327-276,FSP940612-136,FSP940615-069,FSP941002-143,FSP941227-014,FSP950305-027,FSP940927-058|PUBLICO-19950131-127|PUBLICO-19950131-128|PUBLICO-19950522-140|FSP940327-276|FSP940612-136|FSP940615-069|FSP941002-143|FSP941227-014|FSP950305-027,
0136,2703,Qual a dotação do Prémio Cervantes?,Qual a dotação do Prémio Cervantes?,N/A,resolvida_sw,10,1000,25.4,FSP940424-053,Folha,940424,PUBLICO-19940107-113,FSP950823-121,PUBLICO-19941214-142,PUBLICO-19951130-164,FSP940706-009,PUBLICO-19940605-001,PUBLICO-19941104-123,PUBLICO-19950702-138,FSP940502-034,FSP940424-053|PUBLICO-19940107-113|FSP950823-121|PUBLICO-19941214-142|PUBLICO-19951130-164|FSP940706-009|PUBLICO-19940605-001|PUBLICO-19941104-123|PUBLICO-19950702-138|FSP940502-034,
0137,2703,Quem é que ganhou o prémio em 1994?,Quem é que ganhou o prémio em 1994?,N/A,resolvida_sw,10,1000,10.5,PUBLICO-19940620-025,Publico,1994-06-20,FSP940717-075,PUBLICO-19950109-017,PUBLICO-19940610-007,FSP941108-104,FSP950724-066,PUBLICO-19940717-021,PUBLICO-19940804-012,PUBLICO-19941214-123,PUBLICO-19941218-012,PUBLICO-19940620-025|FSP940717-075|PUBLICO-19950109-017|PUBLICO-19940610-007|FSP941108-104|FSP950724-066|PUBLICO-19940717-021|PUBLICO-19940804-012|PUBLICO-19941214-123|PUBLICO-19941218-012,
0138,2704,Quem são os co-príncipes de Andorra?,Quem são os co-príncipes de Andorra?,N/A,resolvida_sw,10,1000,17.8,PUBLICO-19950214-132,Publico,1995-02-14,PUBLICO-19950127-139,FSP940208-163,PUBLICO-19940413-129,PUBLICO-19950907-104,PUBLICO-19940120-008,PUBLICO-19940614-083,PUBLICO-19950326-080,PUBLICO-19940209-171,PUBLICO-19940215-150,PUBLICO-19950214-132|PUBLICO-19950127-139|FSP940208-163|PUBLICO-19940413-129|PUBLICO-19950907-104|PUBLICO-19940120-008|PUBLICO-19940614-083|PUBLICO-19950326-080|PUBLICO-19940209-171|PUBLICO-19940215-150,
