q_id,q_group_id,pergunta_orig,query_enviada,tipo_anafora,modo,n_retornados,total_hits_est,tempo_ms,doc_1_id,doc_1_fonte,doc_1_data,doc_1_cat,doc_2_id,doc_3_id,doc_4_id,doc_5_id,doc_6_id,doc_7_id,doc_8_id,doc_9_id,doc_10_id,todos_doc_ids,erro
0090,2667,Quem é a personagem principal do livro?,Quem é a personagem principal do Livro da Selva?,RESOLVIDA,resolvida,10,1000,141.4,PUBLICO-19941119-070,Publico,1994-11-19,Cien_Tecn_Educ,PUBLICO-19950512-123,PUBLICO-19950928-136,FSP950127-106,FSP950813-136,FSP940526-079,PUBLICO-19950223-127,FSP950915-036,PUBLICO-19940829-079,PUBLICO-19941012-128,PUBLICO-19941119-070|PUBLICO-19950512-123|PUBLICO-19950928-136|FSP950127-106|FSP950813-136|FSP940526-079|PUBLICO-19950223-127|FSP950915-036|PUBLICO-19940829-079|PUBLICO-19941012-128,
0091,2668,Em que ilha fica Sapporo?,Em que ilha fica Sapporo?,N/A,resolvida,10,1000,30.2,FSP941210-090,Folha,941210,,PUBLICO-19950126-096,PUBLICO-19950408-067,FSP940407-081,PUBLICO-19950207-125,FSP941120-033,FSP950523-106,PUBLICO-19950413-041,FSP940424-077,PUBLICO-19950206-038,FSP941210-090|PUBLICO-19950126-096|PUBLICO-19950408-067|FSP940407-081|PUBLICO-19950207-125|FSP941120-033|FSP950523-106|PUBLICO-19950413-041|FSP940424-077|PUBLICO-19950206-038,
0092,2669,Quem fundou a escola estóica?,Quem fundou a escola estóica?,N/A,resolvida,10,1000,101.0,FSP951126-107,Folha,951126,MAIS!,PUBLICO-19941108-107,FSP950521-155,FSP940725-027,FSP940803-088,FSP951213-113,PUBLICO-19940823-087,PUBLICO-19940809-077,PUBLICO-19940817-104,FSP940805-097,FSP951126-107|PUBLICO-19941108-107|FSP950521-155|FSP940725-027|FSP940803-088|FSP951213-113|PUBLICO-19940823-087|PUBLICO-19940809-077|PUBLICO-19940817-104|FSP940805-097,
0093,2670,Quais são as regiões da Bélgica?,Quais são as regiões da Bélgica?,N/A,resolvida,10,1000,75.4,PUBLICO-19940308-093,Publico,1994-03-08,Nacional,PUBLICO-19950206-121,PUBLICO-19950715-073,PUBLICO-19951208-120,PUBLICO-19940811-082,PUBLICO-19950725-175,PUBLICO-19941223-085,PUBLICO-19950731-038,FSP950118-043,PUBLICO-19940519-096,PUBLICO-19940308-093|PUBLICO-19950206-121|PUBLICO-19950715-073|PUBLICO-19951208-120|PUBLICO-19940811-082|PUBLICO-19950725-175|PUBLICO-19941223-085|PUBLICO-19950731-038|FSP950118-043|PUBLICO-19940519-096,
0094,2671,Qual é o 31º estado dos Estados Unidos?,Qual é o 31º estado dos Estados Unidos?,INALTERADA,resolvida,10,1000,136.5,PUBLICO-19940603-140,Publico,1994-06-03,Economia,PUBLICO-19940807-071,FSP940702-058,PUBLICO-19950628-047,PUBLICO-19941227-120,PUBLICO-19951206-125,PUBLICO-19941121-101,PUBLICO-19940424-081,PUBLICO-19940528-024,PUBLICO-19940611-032,PUBLICO-19940603-140|PUBLICO-19940807-071|FSP940702-058|PUBLICO-19950628-047|PUBLICO-19941227-120|PUBLICO-19951206-125|PUBLICO-19941121-101|PUBLICO-19940424-081|PUBLICO-19940528-024|PUBLICO-19940611-032,
0095,2671,E o 37º?,Qual é o 37º estado dos Estados Unidos?,RESOLVIDA,resolvida,10,1000,50.3,PUBLICO-19941028-135,Publico,1994-10-28,Economia,FSP940428-086,FSP940702-058,PUBLICO-19940902-011,PUBLICO-19950602-132,FSP940508-049,PUBLICO-19950903-067,FSP940830-009,PUBLICO-19950316-087,PUBLICO-19950915-183,PUBLICO-19941028-135|FSP940428-086|FSP940702-058|PUBLICO-19940902-011|PUBLICO-19950602-132|FSP940508-049|PUBLICO-19950903-067|FSP940830-009|PUBLICO-19950316-087|PUBLICO-19950915-183,
0096,2672,O que era a RSFSR?,O que era a RSFSR?,N/A,resolvida,10,1000,30.0,PUBLICO-19950106-090,Publico,1995-01-06,Diversos,PUBLICO-19940425-087,PUBLICO-19940408-133,PUBLICO-19940515-093,FSP941223-009,PUBLICO-19940217-087,PUBLICO-19940523-118,PUBLICO-19941206-098,PUBLICO-19941221-082,FSP941009-090,PUBLICO-19950106-090|PUBLICO-19940425-087|PUBLICO-19940408-133|PUBLICO-19940515-093|FSP941223-009|PUBLICO-19940217-087|PUBLICO-19940523-118|PUBLICO-19941206-098|PUBLICO-19941221-082|FSP941009-090,
0097,2673,Quantos atletas participaram nos Jogos Olímpicos de 1976?,Quantos atletas participaram nos Jogos Olímpicos de 1976?,INALTERADA,resolvida,10,1000,126.5,PUBLICO-19940421-136,Publico,1994-04-21,Desporto,PUBLICO-19950821-024,PUBLICO-19941022-028,PUBLICO-19951129-016,PUBLICO-19941024-039,PUBLICO-19940816-095,PUBLICO-19940804-013,PUBLICO-19941128-039,PUBLICO-19950813-029,PUBLICO-19940413-157,PUBLICO-19940421-136|PUBLICO-19950821-024|PUBLICO-19941022-028|PUBLICO-19951129-016|PUBLICO-19941024-039|PUBLICO-19940816-095|PUBLICO-19940804-013|PUBLICO-19941128-039|PUBLICO-19950813-029|PUBLICO-19940413-157,
0098,2673,Em que país se realizaram?,Em que país se realizaram os Jogos Olímpicos de 1976?,RESOLVIDA,resolvida,10,1000,86.7,PUBLICO-19940424-126,Publico,1994-04-24,Diversos,PUBLICO-19940212-152,PUBLICO-19940729-118,PUBLICO-19940413-157,PUBLICO-19941014-156,FSP940122-148,PUBLICO-19940620-025,FSP940616-064,PUBLICO-19941128-012,PUBLICO-19940522-014,PUBLICO-19940424-126|PUBLICO-19940212-152|PUBLICO-19940729-118|PUBLICO-19940413-157|PUBLICO-19941014-156|FSP940122-148|PUBLICO-19940620-025|FSP940616-064|PUBLICO-19941128-012|PUBLICO-19940522-014,
0099,2673,E em que cidade?,Em que cidade se realizaram os Jogos Olímpicos de 1976?,RESOLVIDA,resolvida,10,1000,80.3,PUBLICO-19940212-152,Publico,1994-02-12,,PUBLICO-19950927-011,PUBLICO-19950719-008,PUBLICO-19940620-025,PUBLICO-19940927-015,PUBLICO-19940925-006,PUBLICO-19941221-016,PUBLICO-19941107-012,PUBLICO-19941119-029,PUBLICO-19950614-028,PUBLICO-19940212-152|PUBLICO-19950927-011|PUBLICO-19950719-008|PUBLICO-19940620-025|PUBLICO-19940927-015|PUBLICO-19940925-006|PUBLICO-19941221-016|PUBLICO-19941107-012|PUBLICO-19941119-029|PUBLICO-19950614-028,
0100,2674,O que é um berimbau?,O que é um berimbau?,N/A,resolvida,10,1000,31.0,FSP940510-053,Folha,940510,,FSP940629-064,PUBLICO-19940906-122,PUBLICO-19950313-014,FSP940225-162,FSP950503-008,FSP950528-175,FSP950421-132,FSP941212-088,PUBLICO-19940712-115,FSP940510-053|FSP940629-064|PUBLICO-19940906-122|PUBLICO-19950313-014|FSP940225-162|FSP950503-008|FSP950528-175|FSP950421-132|FSP941212-088|PUBLICO-19940712-115,
0101,2675,Que países fazem fronteira com a Itália?,Que países fazem fronteira com a Itália?,N/A,resolvida,10,1000,93.0,PUBLICO-19950326-094,Publico,1995-03-26,Sociedade,PUBLICO-19950310-140,PUBLICO-19950525-108,PUBLICO-19950623-135,FSP941108-130,PUBLICO-19940503-117,PUBLICO-19950401-111,PUBLICO-19950812-113,PUBLICO-19950814-082,PUBLICO-19950725-175,PUBLICO-19950326-094|PUBLICO-19950310-140|PUBLICO-19950525-108|PUBLICO-19950623-135|FSP941108-130|PUBLICO-19940503-117|PUBLICO-19950401-111|PUBLICO-19950812-113|PUBLICO-19950814-082|PUBLICO-19950725-175,
0102,2676,Como se chama o xadrez japonês?,Como se chama o xadrez japonês?,N/A,resolvida,10,1000,96.4,PUBLICO-19940101-096,Publico,1994-01-01,,PUBLICO-19950413-010,PUBLICO-19951026-158,PUBLICO-19950128-061,PUBLICO-19940507-043,PUBLICO-19940718-072,PUBLICO-19940104-088,PUBLICO-19940119-159,FSP941023-043,PUBLICO-19940608-120,PUBLICO-19940101-096|PUBLICO-19950413-010|PUBLICO-19951026-158|PUBLICO-19950128-061|PUBLICO-19940507-043|PUBLICO-19940718-072|PUBLICO-19940104-088|PUBLICO-19940119-159|FSP941023-043|PUBLICO-19940608-120,
0103,2677,Qual é a temperatura do zero absoluto?,Qual é a temperatura do zero absoluto?,N/A,resolvida,10,1000,57.0,FSP951210-119,Folha,951210,MAIS!,PUBLICO-19940203-152,FSP950129-167,PUBLICO-19940827-049,FSP941030-136,FSP940227-240,PUBLICO-19950807-038,FSP950910-179,FSP940220-143,FSP940220-162,FSP951210-119|PUBLICO-19940203-152|FSP950129-167|PUBLICO-19940827-049|FSP941030-136|FSP940227-240|PUBLICO-19950807-038|FSP950910-179|FSP940220-143|FSP940220-162,
0104,2678,Quem era a deusa da sabedoria?,Quem era a deusa da sabedoria?,N/A,resolvida,10,1000,104.4,FSP950212-150,Folha,950212,REVISTA_DA_FOLHA,PUBLICO-19951030-098,PUBLICO-19950630-156,FSP940808-072,PUBLICO-19950328-109,PUBLICO-19950310-100,PUBLICO-19940824-106,PUBLICO-19940615-126,PUBLICO-19940708-138,PUBLICO-19940118-113,FSP950212-150|PUBLICO-19951030-098|PUBLICO-19950630-156|FSP940808-072|PUBLICO-19950328-109|PUBLICO-19950310-100|PUBLICO-19940824-106|PUBLICO-19940615-126|PUBLICO-19940708-138|PUBLICO-19940118-113,
0105,2679,Que rio banha Paris?,Que rio banha Paris?,N/A,resolvida,10,1000,95.2,FSP950420-085,Folha,950420,COTIDIANO,FSP951203-119,FSP940205-107,FSP940512-117,FSP941208-128,FSP951224-109,FSP940303-165,FSP941130-076,FSP950121-102,PUBLICO-19940516-110,FSP950420-085|FSP951203-119|FSP940205-107|FSP940512-117|FSP941208-128|FSP951224-109|FSP940303-165|FSP941130-076|FSP950121-102|PUBLICO-19940516-110,
0106,2680,Qual o comprimento do Spree?,Qual o comprimento do Spree?,N/A,resolvida,10,1000,43.5,PUBLICO-19950812-048,Publico,1995-08-12,Cien_Tecn_Educ,PUBLICO-19941119-123,FSP940206-056,PUBLICO-19940126-102,PUBLICO-19940224-014,FSP941130-088,PUBLICO-19940226-095,FSP941005-074,PUBLICO-19940302-054,PUBLICO-19950527-144,PUBLICO-19950812-048|PUBLICO-19941119-123|FSP940206-056|PUBLICO-19940126-102|PUBLICO-19940224-014|FSP941130-088|PUBLICO-19940226-095|FSP941005-074|PUBLICO-19940302-054|PUBLICO-19950527-144,
0107,2681,Qual é a capital do Cazaquistão?,Qual é a capital do Cazaquistão?,INALTERADA,resolvida,10,1000,37.2,PUBLICO-19940302-060,Publico,1994-03-02,Mundo,PUBLICO-19941024-044,PUBLICO-19940203-048,PUBLICO-19941001-035,PUBLICO-19951117-157,PUBLICO-19950512-113,PUBLICO-19940716-067,PUBLICO-19950124-063,PUBLICO-19950713-066,PUBLICO-19951231-073,PUBLICO-19940302-060|PUBLICO-19941024-044|PUBLICO-19940203-048|PUBLICO-19941001-035|PUBLICO-19951117-157|PUBLICO-19950512-113|PUBLICO-19940716-067|PUBLICO-19950124-063|PUBLICO-19950713-066|PUBLICO-19951231-073,
0108,2681,E a sua maior cidade?,Qual é a maior cidade do Cazaquistão?,RESOLVIDA,resolvida,10,1000,110.2,PUBLICO-19950512-113,Publico,1995-05-12,Diversos,PUBLICO-19940219-191,PUBLICO-19950124-063,PUBLICO-19940302-060,PUBLICO-19950420-138,PUBLICO-19940703-052,FSP951015-136,PUBLICO-19940915-034,PUBLICO-19951201-193,PUBLICO-19951205-120,PUBLICO-19950512-113|PUBLICO-19940219-191|PUBLICO-19950124-063|PUBLICO-19940302-060|PUBLICO-19950420-138|PUBLICO-19940703-052|FSP951015-136|PUBLICO-19940915-034|PUBLICO-19951201-193|PUBLICO-19951205-120,
0109,2682,Quem é o actual presidente da Guatemala?,Quem é o actual presidente da Guatemala?,INALTERADA,resolvida,10,1000,78.7,PUBLICO-19940902-064,Publico,1994-09-02,Diversos,PUBLICO-19951113-046,PUBLICO-19940219-189,PUBLICO-19951217-062,PUBLICO-19951207-075,FSP941009-028,PUBLICO-19951210-061,PUBLICO-19940909-118,PUBLICO-19950723-033,PUBLICO-19941112-020,PUBLICO-19940902-064|PUBLICO-19951113-046|PUBLICO-19940219-189|PUBLICO-19951217-062|PUBLICO-19951207-075|FSP941009-028|PUBLICO-19951210-061|PUBLICO-19940909-118|PUBLICO-19950723-033|PUBLICO-19941112-020,
0110,2682,Qual era o cargo dele em 1991?,Qual era o cargo do presidente da Guatemala em 1991?,PARCIAL,resolvida,10,1000,62.1,PUBLICO-19940219-189,Publico,1994-02-19,Local,FSP940908-008,PUBLICO-19940815-028,PUBLICO-19940414-118,PUBLICO-19951027-138,PUBLICO-19940322-096,PUBLICO-19950627-126,PUBLICO-19950203-002,PUBLICO-19950906-068,PUBLICO-19941003-001,PUBLICO-19940219-189|FSP940908-008|PUBLICO-19940815-028|PUBLICO-19940414-118|PUBLICO-19951027-138|PUBLICO-19940322-096|PUBLICO-19950627-126|PUBLICO-19950203-002|PUBLICO-19950906-068|PUBLICO-19941003-001,
0111,2683,Quantas faixas tem a bandeira dos Estados Unidos?,Quantas faixas tem a bandeira dos Estados Unidos?,N/A,resolvida,10,1000,56.2,PUBLICO-19940308-114,Publico,1994-03-08,Nacional,PUBLICO-19940119-136,FSP940717-199,PUBLICO-19950211-141,FSP940423-105,PUBLICO-19940215-004,PUBLICO-19950528-111,FSP941002-090,FSP951212-114,PUBLICO-19950808-107,PUBLICO-19940308-114|PUBLICO-19940119-136|FSP940717-199|PUBLICO-19950211-141|FSP940423-105|PUBLICO-19940215-004|PUBLICO-19950528-111|FSP941002-090|FSP951212-114|PUBLICO-19950808-107,
0112,2684,Quais as cores da bandeira da Hungria?,Quais as cores da bandeira da Hungria?,N/A,resolvida,10,1000,51.6,PUBLICO-19940203-007,Publico,1994-02-03,Cultura,PUBLICO-19951013-153,PUBLICO-19940326-133,PUBLICO-19940908-068,PUBLICO-19940911-058,PUBLICO-19940520-012,PUBLICO-19950612-088,PUBLICO-19950513-209,PUBLICO-19940823-091,PUBLICO-19940115-023,PUBLICO-19940203-007|PUBLICO-19951013-153|PUBLICO-19940326-133|PUBLICO-19940908-068|PUBLICO-19940911-058|PUBLICO-19940520-012|PUBLICO-19950612-088|PUBLICO-19950513-209|PUBLICO-19940823-091|PUBLICO-19940115-023,
0113,2685,Quando ocorreu a batalha de Torres Vedras?,Quando ocorreu a batalha de Torres Vedras?,N/A,resolvida,10,1000,88.5,PUBLICO-19951030-054,Publico,1995-10-30,Local,PUBLICO-19950228-082,PUBLICO-19940410-113,FSP951126-046,PUBLICO-19950528-124,FSP940111-143,PUBLICO-19950510-134,FSP950908-043,FSP940917-085,FSP950613-010,PUBLICO-19951030-054|PUBLICO-19950228-082|PUBLICO-19940410-113|FSP951126-046|PUBLICO-19950528-124|FSP940111-143|PUBLICO-19950510-134|FSP950908-043|FSP940917-085|FSP950613-010,
0114,2686,Quem é o papa dos Infiéis?,Quem é o papa dos Infiéis?,N/A,resolvida,10,1000,41.2,PUBLICO-19951117-138,Publico,1995-11-17,,PUBLICO-19951117-137,FSP950723-192,FSP940711-127,FSP950108-099,FSP940201-165,PUBLICO-19940222-161,PUBLICO-19950521-137,FSP950523-117,PUBLICO-19951008-078,PUBLICO-19951117-138|PUBLICO-19951117-137|FSP950723-192|FSP940711-127|FSP950108-099|FSP940201-165|PUBLICO-19940222-161|PUBLICO-19950521-137|FSP950523-117|PUBLICO-19951008-078,
0115,2687,O que é VRML?,O que é VRML?,N/A,resolvida,10,1000,25.6,PUBLICO-19950408-192,Publico,1995-04-08,Cien_Tecn_Educ,FSP951205-131,FSP951031-105,FSP951022-134,FSP950912-125,PUBLICO-19951020-152,PUBLICO-19951104-129,FSP950502-092,FSP951212-127,PUBLICO-19950513-195,PUBLICO-19950408-192|FSP951205-131|FSP951031-105|FSP951022-134|FSP950912-125|PUBLICO-19951020-152|PUBLICO-19951104-129|FSP950502-092|FSP951212-127|PUBLICO-19950513-195,
0116,2688,Onde está a Arca da Aliança?,Onde está a Arca da Aliança?,N/A,resolvida,10,1000,83.1,FSP950527-127,Folha,950527,ILUSTRADA,PUBLICO-19940101-101,FSP950813-139,PUBLICO-19940625-053,PUBLICO-19950622-127,PUBLICO-19950622-130,PUBLICO-19951003-122,PUBLICO-19950930-143,PUBLICO-19950307-138,PUBLICO-19940929-141,FSP950527-127|PUBLICO-19940101-101|FSP950813-139|PUBLICO-19940625-053|PUBLICO-19950622-127|PUBLICO-19950622-130|PUBLICO-19951003-122|PUBLICO-19950930-143|PUBLICO-19950307-138|PUBLICO-19940929-141,
0117,2689,Como se chamava o Huambo durante a era colonial?,Como se chamava o Huambo durante a era colonial?,N/A,resolvida,10,1000,61.1,PUBLICO-19950103-090,Publico,1995-01-03,,PUBLICO-19950627-126,PUBLICO-19940809-118,PUBLICO-19950226-037,PUBLICO-19950426-140,PUBLICO-19940805-081,PUBLICO-19940514-116,PUBLICO-19940818-001,PUBLICO-19940924-063,PUBLICO-19940507-097,PUBLICO-19950103-090|PUBLICO-19950627-126|PUBLICO-19940809-118|PUBLICO-19950226-037|PUBLICO-19950426-140|PUBLICO-19940805-081|PUBLICO-19940514-116|PUBLICO-19940818-001|PUBLICO-19940924-063|PUBLICO-19940507-097,
0118,2690,Qual é a língua oficial do Egipto?,Qual é a língua oficial do Egipto?,N/A,resolvida,10,1000,53.7,PUBLICO-19950103-090,Publico,1995-01-03,,PUBLICO-19940404-078,PUBLICO-19940412-056,PUBLICO-19940602-118,PUBLICO-19950127-139,PUBLICO-19951112-038,PUBLICO-19950214-132,PUBLICO-19940406-137,PUBLICO-19940228-080,PUBLICO-19950326-007,PUBLICO-19950103-090|PUBLICO-19940404-078|PUBLICO-19940412-056|PUBLICO-19940602-118|PUBLICO-19950127-139|PUBLICO-19951112-038|PUBLICO-19950214-132|PUBLICO-19940406-137|PUBLICO-19940228-080|PUBLICO-19950326-007,
0119,2691,Quais os submarinos da Marinha Brasileira?,Quais os submarinos da Marinha Brasileira?,N/A,resolvida,10,1000,80.5,FSP950418-005,Folha,950418,PRIMEIRA_PÁGINA,FSP950508-121,FSP950508-115,FSP950723-121,PUBLICO-19941124-006,FSP940131-024,FSP940327-270,FSP950227-012,FSP950619-102,PUBLICO-19940605-105,FSP950418-005|FSP950508-121|FSP950508-115|FSP950723-121|PUBLICO-19941124-006|FSP940131-024|FSP940327-270|FSP950227-012|FSP950619-102|PUBLICO-19940605-105,
0120,2692,Em que guerra combateu Joana de Arc?,Em que guerra combateu Joana de Arc?,INALTERADA,resolvida,10,1000,76.0,PUBLICO-19950326-104,Publico,1995-03-26,Cultura,PUBLICO-19940309-128,PUBLICO-19940802-047,PUBLICO-19951108-114,FSP950507-108,PUBLICO-19940801-041,PUBLICO-19940223-191,PUBLICO-19940224-151,PUBLICO-19950617-158,PUBLICO-19950620-140,PUBLICO-19950326-104|PUBLICO-19940309-128|PUBLICO-19940802-047|PUBLICO-19951108-114|FSP950507-108|PUBLICO-19940801-041|PUBLICO-19940223-191|PUBLICO-19940224-151|PUBLICO-19950617-158|PUBLICO-19950620-140,
0121,2692,Onde é que ela foi queimada?,Onde é que Joana de Arc foi queimada?,RESOLVIDA,resolvida,10,1000,39.8,PUBLICO-19950130-009,Publico,1995-01-30,Cultura,PUBLICO-19940802-047,PUBLICO-19950616-012,PUBLICO-19951122-112,PUBLICO-19950426-049,FSP940907-050,PUBLICO-19951219-075,PUBLICO-19951115-109,PUBLICO-19940309-128,PUBLICO-19940217-013,PUBLICO-19950130-009|PUBLICO-19940802-047|PUBLICO-19950616-012|PUBLICO-19951122-112|PUBLICO-19950426-049|FSP940907-050|PUBLICO-19951219-075|PUBLICO-19951115-109|PUBLICO-19940309-128|PUBLICO-19940217-013,
0122,2692,Quando?,Quando foi queimada Joana de Arc?,RESOLVIDA,resolvida,10,1000,51.1,PUBLICO-19950130-009,Publico,1995-01-30,Cultura,FSP950311-119,FSP950924-120,PUBLICO-19950703-093,FSP941106-166,PUBLICO-19951215-049,FSP940212-200,FSP950723-051,PUBLICO-19950228-091,PUBLICO-19950530-065,PUBLICO-19950130-009|FSP950311-119|FSP950924-120|PUBLICO-19950703-093|FSP941106-166|PUBLICO-19951215-049|FSP940212-200|FSP950723-051|PUBLICO-19950228-091|PUBLICO-19950530-065,
0123,2692,Que idade tinha ela?,Que idade tinha Joana de Arc quando foi queimada?,RESOLVIDA,resolvida,10,1000,40.9,FSP950507-108,Folha,950507,MAIS!,FSP951001-121,PUBLICO-19940801-041,PUBLICO-19940706-122,PUBLICO-19940802-047,PUBLICO-19951110-004,PUBLICO-19951108-114,PUBLICO-19950719-122,FSP941211-121,PUBLICO-19950130-010,FSP950507-108|FSP951001-121|PUBLICO-19940801-041|PUBLICO-19940706-122|PUBLICO-19940802-047|PUBLICO-19951110-004|PUBLICO-19951108-114|PUBLICO-19950719-122|FSP941211-121|PUBLICO-19950130-010,
0124,2693,Desde quando está Fidel Castro no poder?,Desde quando está Fidel Castro no poder?,INALTERADA,resolvida,10,1000,90.3,PUBLICO-19950318-069,Publico,1995-03-18,Mundo,PUBLICO-19941009-066,PUBLICO-19940602-059,FSP940811-050,PUBLICO-19951201-041,PUBLICO-19950425-042,PUBLICO-19950502-074,PUBLICO-19951015-069,FSP940605-042,PUBLICO-19940419-103,PUBLICO-19950318-069|PUBLICO-19941009-066|PUBLICO-19940602-059|FSP940811-050|PUBLICO-19951201-041|PUBLICO-19950425-042|PUBLICO-19950502-074|PUBLICO-19951015-069|FSP940605-042|PUBLICO-19940419-103,
0125,2693,Quando é que ele nasceu?,Quando é que Fidel Castro nasceu?,RESOLVIDA,resolvida,10,1000,36.9,FSP950225-104,Folha,950225,ILUSTRADA,PUBLICO-19941005-125,PUBLICO-19950318-069,FSP950224-008,FSP950423-138,PUBLICO-19940826-056,PUBLICO-19950621-050,FSP940116-009,FSP940912-066,PUBLICO-19940129-099,FSP950225-104|PUBLICO-19941005-125|PUBLICO-19950318-069|FSP950224-008|FSP950423-138|PUBLICO-19940826-056|PUBLICO-19950621-050|FSP940116-009|FSP940912-066|PUBLICO-19940129-099,
0126,2693,Quem é o irmão dele?,Quem é o irmão de Fidel Castro?,RESOLVIDA,resolvida,10,1000,62.1,PUBLICO-19950318-069,Publico,1995-03-18,Mundo,PUBLICO-19940925-039,PUBLICO-19940828-039,PUBLICO-19951005-123,PUBLICO-19940901-046,PUBLICO-19940419-103,PUBLICO-19950628-135,PUBLICO-19941219-076,PUBLICO-19940308-114,PUBLICO-19950531-062,PUBLICO-19950318-069|PUBLICO-19940925-039|PUBLICO-19940828-039|PUBLICO-19951005-123|PUBLICO-19940901-046|PUBLICO-19940419-103|PUBLICO-19950628-135|PUBLICO-19941219-076|PUBLICO-19940308-114|PUBLICO-19950531-062,
0127,2694,O que são os forcados?,O que são os forcados?,N/A,resolvida,10,1000,45.8,PUBLICO-19950625-081,Publico,1995-06-25,Local,PUBLICO-19950521-132,PUBLICO-19940119-136,PUBLICO-19950104-097,PUBLICO-19941120-048,PUBLICO-19950219-058,PUBLICO-19950212-113,PUBLICO-19951105-057,FSP950209-020,PUBLICO-19940913-007,PUBLICO-19950625-081|PUBLICO-19950521-132|PUBLICO-19940119-136|PUBLICO-19950104-097|PUBLICO-19941120-048|PUBLICO-19950219-058|PUBLICO-19950212-113|PUBLICO-19951105-057|FSP950209-020|PUBLICO-19940913-007,
0128,2695,Quando foi assinado o Tratado de Zamora?,Quando foi assinado o Tratado de Zamora?,N/A,resolvida,10,1000,58.9,FSP950207-063,Folha,950207,MUNDO,FSP941231-033,FSP950924-144,PUBLICO-19940421-006,PUBLICO-19940827-058,PUBLICO-19941129-056,PUBLICO-19940607-171,PUBLICO-19940927-063,PUBLICO-19941024-063,PUBLICO-19950416-023,FSP950207-063|FSP941231-033|FSP950924-144|PUBLICO-19940421-006|PUBLICO-19940827-058|PUBLICO-19941129-056|PUBLICO-19940607-171|PUBLICO-19940927-063|PUBLICO-19941024-063|PUBLICO-19950416-023,
0129,2696,O que é o fogo de São Telmo?,O que é o fogo de São Telmo?,N/A,resolvida,10,1000,62.6,PUBLICO-19950211-195,Publico,1995-02-11,Nacional,PUBLICO-19941112-059,PUBLICO-19950626-027,FSP940921-142,PUBLICO-19940716-076,PUBLICO-19940815-031,PUBLICO-19950806-006,FSP940403-133,FSP941113-084,PUBLICO-19940831-041,PUBLICO-19950211-195|PUBLICO-19941112-059|PUBLICO-19950626-027|FSP940921-142|PUBLICO-19940716-076|PUBLICO-19940815-031|PUBLICO-19950806-006|FSP940403-133|FSP941113-084|PUBLICO-19940831-041,
0130,2697,O que é que é um brigadeiro?,O que é que é um brigadeiro?,N/A,resolvida,10,1000,52.1,PUBLICO-19941209-072,Publico,1994-12-09,Diversos,FSP940615-018,PUBLICO-19940209-143,PUBLICO-19951206-125,PUBLICO-19940425-100,PUBLICO-19951011-132,PUBLICO-19950513-120,PUBLICO-19950714-100,PUBLICO-19940316-094,PUBLICO-19940303-123,PUBLICO-19941209-072|FSP940615-018|PUBLICO-19940209-143|PUBLICO-19951206-125|PUBLICO-19940425-100|PUBLICO-19951011-132|PUBLICO-19950513-120|PUBLICO-19950714-100|PUBLICO-19940316-094|PUBLICO-19940303-123,
0131,2698,Quem inventou o forno de microondas?,Quem inventou o forno de microondas?,N/A,resolvida,10,1000,57.9,PUBLICO-19940915-111,Publico,1994-09-15,Diversos,FSP950508-113,FSP941106-118,FSP940329-131,PUBLICO-19950916-105,PUBLICO-19950328-140,FSP940306-142,PUBLICO-19940910-094,FSP950327-050,FSP950326-198,PUBLICO-19940915-111|FSP950508-113|FSP941106-118|FSP940329-131|PUBLICO-19950916-105|PUBLICO-19950328-140|FSP940306-142|PUBLICO-19940910-094|FSP950327-050|FSP950326-198,
0132,2699,Qual a nacionalidade de Nicole Kidman?,Qual a nacionalidade de Nicole Kidman?,N/A,resolvida,10,1000,39.1,PUBLICO-19940819-012,Publico,1994-08-19,Cultura,FSP950302-099,PUBLICO-19940322-138,PUBLICO-19951205-163,PUBLICO-19950128-070,PUBLICO-19951220-011,FSP940102-100,FSP940206-031,FSP950125-011,FSP950115-045,PUBLICO-19940819-012|FSP950302-099|PUBLICO-19940322-138|PUBLICO-19951205-163|PUBLICO-19950128-070|PUBLICO-19951220-011|FSP940102-100|FSP940206-031|FSP950125-011|FSP950115-045,
0133,2700,Quem patenteou o primeiro telégrafo sem fios?,Quem patenteou o primeiro telégrafo sem fios?,N/A,resolvida,10,1000,93.8,PUBLICO-19941103-142,Publico,1994-11-03,,FSP950507-100,PUBLICO-19951215-099,PUBLICO-19940622-161,PUBLICO-19950314-119,PUBLICO-19950220-007,PUBLICO-19950327-013,PUBLICO-19940315-122,PUBLICO-19941109-107,FSP940410-227,PUBLICO-19941103-142|FSP950507-100|PUBLICO-19951215-099|PUBLICO-19940622-161|PUBLICO-19950314-119|PUBLICO-19950220-007|PUBLICO-19950327-013|PUBLICO-19940315-122|PUBLICO-19941109-107|FSP940410-227,
